Set,Time,antennaSTR,clientRSSI,bssidRSSI,bssidArray,clientArray
843,4671.515819072723,7,-36
843,4673.31884098053,20,-36
844,4674.338937044144,4,-35
844,4675.326534986496,7,-36
844,4677.518821954727,20,-36
845,4678.5228679180145,4,-34
845,4680.306781053543,7,-35
845,4681.308167934418,20,-35
846,4683.51482796669,4,-35
846,4684.493412017822,7,-36
846,4686.254832029343,20,-36
847,4687.242774963379,4,-36
847,4689.428128957748,7,-34
847,4690.43080496788,20,-34
848,4691.4387810230255,4,-36
848,4694.456964969635,7,-36
848,4696.2547969818115,20,-36
849,4697.274807929993,4,-46
849,4701.475743055344,7,-46
849,4703.27493596077,20,-36
850,4704.270756959915,4,-34
850,4707.258765935898,7,-35
850,4710.240114927292,20,-35
851,4712.444859981537,4,-34
851,4713.40283703804,7,-34
851,4715.595983028412,20,-34
852,4716.5987849235535,4,-34
852,4719.1908390522,7,-33
852,4720.566743135452,20,-33
853,4722.366795063019,4,-34
853,4725.354208946228,7,-34
853,4726.350847005844,20,-34
854,4728.538798093796,4,-34
854,4729.522150039673,7,-34
854,4731.314856052399,20,-34
855,4732.306797027588,4,-34
855,4736.502965927124,7,-34
855,4738.3079171180725,20,-34
856,4739.317692995071,4,-34
856,4742.31151008606,7,-34
856,4744.52138710022,20,-34
857,4745.5091960430145,4,-34
857,4747.314863920212,7,-35
857,4748.2989230155945,20,-34
858,4751.289688110352,4,-34
858,4752.278763055801,7,-34
858,4754.461050033569,20,-34
859,4755.466500997543,4,-35
859,4757.2468819618225,7,-35
859,4760.233700990677,20,-1
860,4765.2621331214905,4,-35
860,4767.414967060089,7,-34
860,4768.390819072723,20,-35
861,4770.198864936829,4,-35
861,4771.590774059296,7,-35
861,4774.590819120407,20,-35
862,4776.410812139511,4,-36
862,4779.418807029724,7,-35
862,4780.398775100708,20,-35
863,4781.398814916611,4,-36
863,4784.380491018295,7,-35
863,4786.15886092186,20,-34
864,4789.53884100914,4,-35
864,4792.520754098892,7,-36
864,4795.470890045166,20,-35
865,4797.270306110382,4,-36
865,4800.260213136673,7,-34
865,4802.450812101364,20,-34
866,4803.446794986725,4,-34
866,4805.2427361011505,7,-34
866,4806.234815120697,20,-34
867,4808.430764913559,4,-34
867,4809.442815065384,7,-34
867,4812.4388020038605,20,-34
868,4813.438530921936,4,-34
868,4815.2207860946655,7,-34
868,4819.418914079666,20,-34
869,4821.218775987625,4,-34
869,4822.214833021164,7,-34
869,4823.215996026993,20,-41
870,4824.242779970169,4,-41
870,4828.442888975143,7,-34
870,4829.426819086075,20,-34
871,4831.218814134598,4,-34
871,4832.206787109375,7,-34
871,4834.386767148972,20,-34
872,4837.365190982819,4,-34
872,4838.354496002197,7,-34
872,4840.538474082947,20,-33
873,4842.350840091705,4,-34
873,4844.530795097351,7,-25
873,4847.5236530303955,20,-34
874,4848.538820981979,4,-33
874,4850.326792001724,7,-34
874,4851.274780988693,20,-34
875,4853.466784000397,4,-34
875,4855.258832931519,7,-34
875,4858.250972986221,20,-34
876,4860.4593369960785,4,-34
876,4863.458742141724,7,-34
876,4864.44336104393,20,-34
877,4866.242828130722,4,-34
877,4867.238106966019,7,-34
877,4869.438185930252,20,-33
878,4870.454483985901,4,-34
878,4871.422784090042,7,-34
878,4873.218131065369,20,-34
879,4874.234761953354,4,-34
879,4876.422780036926,7,-34
879,4877.396278142929,20,-34
880,4879.208843946457,4,-34
880,4880.209396123886,7,-35
880,4883.598650932312,20,-34
881,4885.362772941589,4,-34
881,4886.347110033035,7,-41
881,4887.338711023331,20,-42
882,4888.340204000473,4,-41
882,4889.346827030182,7,-37
882,4892.35674405098,20,-36
883,4893.350126028061,4,-35
883,4896.338767051697,7,-35
883,4899.346251964569,20,-36
884,4900.350795030594,4,-35
884,4902.549909114838,7,-35
884,4905.530781030655,20,-35
885,4908.532021999359,4,-35
885,4912.32678604126,7,-36
885,4914.526818990707,20,-34
886,4915.527034044266,4,-35
886,4916.525542974472,7,-35
886,4918.32679605484,20,-35
887,4919.318830013275,4,-35
887,4921.522779941559,7,-36
887,4922.4849100112915,20,-36
888,4924.282788038254,4,-35
888,4925.282845020294,7,-35
888,4927.474786043167,20,-35
889,4928.474597930908,4,-35
889,4931.472502946854,7,-35
889,4932.470819950104,20,-36
890,4934.266834020615,4,-35
890,4937.252716064453,7,-35
890,4938.229537010193,20,-35
891,4940.4348130226135,4,-36
891,4943.4305119514465,7,-35
891,4944.430252075195,20,-35
892,4947.442893981934,4,-35
892,4948.428149938583,7,-35
892,4949.410754919052,20,-41
893,4950.4150390625,4,-41
893,4954.230613946915,7,-35
893,4956.423080921173,20,-35
894,4957.434776067734,4,-35
894,4959.234823942184,7,-36
894,4960.218826055527,20,-34
895,4961.213608980179,4,-35
895,4963.408231019974,7,-35
895,4964.4028289318085,20,-35
896,4966.229139089584,4,-35
896,4967.620402097702,7,-36
896,4969.4222910404205,20,-36
897,4970.434857130051,4,-35
897,4972.222887039185,7,-35
897,4973.590805053711,20,-36
898,4975.411809921265,4,-35
898,4976.41483092308,7,-35
898,4977.406841993332,20,-35
899,4979.194941997528,4,-35
899,4980.57856798172,7,-35
899,4982.394819974899,20,-35
900,4985.4021010398865,4,-35
900,4986.382823944092,7,-36
900,4988.590812921524,20,-36
901,4993.222811937332,4,-35
901,4996.222762107849,7,-35
901,4999.2148180007935,20,-35
902,5001.420664072037,4,-36
902,5004.404452085495,7,-35
902,5005.409202098846,20,-35
903,5006.4161739349365,4,-36
903,5011.411698102951,7,-35
903,5012.410823106766,20,-41
904,5017.402760982513,4,-35
904,5019.595911979675,7,-36
904,5021.391068935394,20,-35
905,5022.392930984497,4,-35
905,5024.1796679496765,7,-35
905,5025.558802127838,20,-35
906,5028.546816110611,4,-35
906,5030.33279299736,7,-35
906,5031.282289981842,20,-36
907,5033.48700094223,4,-36
907,5034.466778993607,7,-35
907,5037.448182106018,20,-34
908,5038.463196992874,4,-34
908,5040.248045921326,7,-34
908,5041.234816074371,20,-34
909,5044.252254962921,4,-34
909,5046.442755937576,7,-34
909,5047.426826953888,20,-34
910,5049.234803915024,4,-34
910,5052.234861135483,7,-34
910,5053.21479010582,20,-34
911,5054.186764955521,4,-34
911,5056.37486410141,7,-34
911,5057.362781047821,20,-34
912,5059.555016040802,4,-34
912,5060.509974002838,7,-34
912,5062.306774139404,20,-35
913,5063.303992033005,4,-34
913,5065.50213599205,7,-34
913,5067.302766084671,20,-34
914,5069.505821943283,4,-34
914,5070.494369983673,7,-34
914,5073.494786977768,20,-35
915,5075.3027811050415,4,0
915,5081.518263101578,7,-35
915,5082.5226809978485,20,-35
916,5083.51478099823,4,-35
916,5085.302736997604,7,-35
916,5086.278784036636,20,-35
917,5088.4948189258575,4,-36
917,5089.489545106888,7,-36
917,5091.2868440151215,20,-35
918,5092.282803058624,4,-36
918,5095.280086040497,7,-36
918,5098.287229061127,20,-35
919,5099.282860040665,4,-35
919,5102.2787981033325,7,-35
919,5104.471019029617,20,-35
920,5107.474767923355,4,-35
920,5108.442804098129,7,-35
920,5110.2348420619965,20,-35
921,5111.222707986832,4,-35
921,5113.416099071503,7,-35
921,5114.390784025192,20,-35
922,5115.386759996414,4,-36
922,5117.584455013275,7,-34
922,5118.558777093887,20,-35
923,5120.350835084915,4,-35
923,5121.34280705452,7,-36
923,5123.53502702713,20,-35
924,5124.542799949646,4,-35
924,5126.32678604126,7,-35
924,5127.307770013809,20,-35
925,5129.506824016571,4,-35
925,5131.302793979645,7,-35
925,5133.50279712677,20,-35
926,5134.505165100098,4,-35
926,5136.30282497406,7,-35
926,5137.28684592247,20,-35
927,5138.284861087799,4,-41
927,5139.241881132126,7,-41
927,5143.398864984512,20,-34
928,5144.406813144684,4,-34
928,5145.38791012764,7,-35
928,5146.394770145416,20,-35
929,5147.397380113602,4,-36
929,5152.422771930695,7,-35
929,5155.398822069168,20,-35
930,5158.394959926605,4,-35
930,5160.554806947708,7,-36
930,5162.358994960785,20,-34
931,5163.368040084839,4,-34
931,5165.562852144241,7,-34
931,5166.549878120422,20,-34
932,5168.3388731479645,4,-34
932,5169.296098947525,7,-34
932,5171.494764089584,20,-34
933,5172.502555131912,4,-34
933,5174.294856071472,7,-35
933,5176.474447011948,20,-34
934,5178.267166137695,4,-33
934,5179.232890129089,7,-34
934,5182.230131149292,20,-34
935,5184.426784038544,4,-34
935,5185.415660142899,7,-35
935,5187.594772100449,20,-34
936,5192.19077706337,4,-33
936,5194.380170106888,7,-34
936,5195.362832069397,20,-34
937,5197.166526079178,4,-34
937,5198.52263212204,7,-34
937,5200.311106920242,20,-34
938,5205.314713001251,4,-35
938,5206.310842037201,7,-41
938,5210.490811109543,20,-41
939,5211.4827580451965,4,-35
939,5213.282650947571,7,-35
939,5216.262807130814,20,-35
940,5217.242823123932,4,-35
940,5219.434864044189,7,-35
940,5221.222845077515,20,-35
941,5223.418972969055,4,-35
941,5224.422785997391,7,-36
941,5226.582804918289,20,-35
942,5229.578556060791,4,-35
942,5232.5789959430695,7,-35
942,5234.374830961227,20,-35
943,5236.179932117462,4,-35
943,5237.566828012466,7,-35
943,5239.366754055023,20,-35
944,5242.362870931625,4,-34
944,5243.346817016602,7,-34
944,5245.526767015457,20,-33
945,5246.526823997498,4,-34
945,5248.326775074005,7,-34
945,5249.3041639328,20,-35
946,5250.290540933609,4,-34
946,5252.478819131851,7,-35
946,5253.458820104599,20,-35
947,5255.266832113266,4,-35
947,5258.254473924637,7,-35
947,5261.246475934982,20,-36
948,5262.23482298851,4,-35
948,5264.412174940109,7,-35
948,5265.411081075668,20,-36
949,5266.398842096329,4,-35
949,5268.574813127518,7,-35
949,5269.162617921829,20,-36
950,5273.334764003754,4,-41
950,5275.522759914398,7,-35
950,5277.314841032028,20,-35
951,5278.321305036545,4,-35
951,5280.522761106491,7,-35
951,5282.314831972122,20,-35
952,5284.158828020096,4,-35
952,5285.562758922577,7,-36
952,5287.350765943527,20,-35
953,5288.354807138443,4,-35
953,5290.545757055283,7,-35
953,5291.536103010178,20,-35
954,5293.354949951172,4,-35
954,5294.338757991791,7,-35
954,5295.334800004959,20,-35
955,5298.356481075287,4,-35
955,5300.542761087418,7,-35
955,5301.530837059021,20,-35
956,5303.341048002243,4,-35
956,5304.34318113327,7,-35
956,5306.536809921265,20,-35
957,5307.538172006607,4,-35
957,5310.52281498909,7,-35
957,5313.514275074005,20,-35
958,5314.5295169353485,4,-35
958,5316.310774087906,7,-35
958,5317.289952039719,20,-35
959,5319.48695397377,4,-35
959,5322.486984014511,7,-35
959,5323.474822044373,20,-35
960,5325.278789997101,4,-35
960,5326.634838104248,7,-35
960,5328.414780139923,20,-35
961,5330.227689027786,4,-35
961,5332.414704084396,7,-41
961,5333.3748281002045,20,0
962,5338.387023925781,4,-35
962,5342.17085814476,7,-35
962,5345.558342933655,20,-35
963,5346.154776096344,4,-34
963,5348.3615000247955,7,-35
963,5349.341828107834,20,-35
964,5351.16286110878,4,-35
964,5352.534862041473,7,-35
964,5354.319419145584,20,-35
965,5355.326776027679,4,-35
965,5356.318838119507,7,-35
965,5358.51880812645,20,-35
966,5359.534706115723,4,-36
966,5361.314769029617,7,-35
966,5362.300805091858,20,-35
967,5364.512610912323,4,-35
967,5365.5136461257935,7,-35
967,5367.30189704895,20,-36
968,5370.3388550281525,4,-35
968,5371.309329986572,7,-35
968,5372.294825077057,20,-36
969,5374.497543096542,4,-35
969,5375.495022058487,7,-35
969,5377.278805971146,20,-35
970,5378.2879049777985,4,-35
970,5380.490811109543,7,-35
970,5384.2827780246735,20,-35
971,5387.286818981171,4,-35
971,5388.278815031052,7,-35
971,5391.269942998886,20,-35
972,5393.475038051605,4,-35
972,5395.274816036224,7,-35
972,5400.2710020542145,20,-35
973,5403.258786916733,4,-36
973,5404.2468230724335,7,-35
973,5406.426898956299,20,-35
974,5407.422848939896,4,-35
974,5409.214807033539,7,-35
974,5410.612373113632,20,-35
975,5412.410773038864,4,-35
975,5415.3987600803375,7,-35
975,5416.381474018097,20,-35
976,5417.382827043533,4,-35
976,5420.366346120834,7,-36
976,5423.362601041794,20,-35
977,5425.578907966614,4,-35
977,5426.57883810997,7,-35
977,5428.3761649131775,20,-35
978,5432.178759098053,4,-35
978,5433.164361953735,7,-35
978,5435.370764017105,20,-35
979,5439.177771091461,4,-36
979,5441.370772123337,7,-35
979,5442.370820045471,20,-35
980,5444.576205968857,4,-35
980,5446.362785100937,7,-35
980,5448.161993026733,20,-35
981,5449.562811136246,4,-35
981,5451.366753101349,7,-35
981,5454.37947511673,20,-35
982,5455.378814935684,4,-35
982,5457.182816028595,7,-35
982,5462.583836078644,20,-35
983,5465.202773094177,4,-35
983,5467.390495061874,7,-35
983,5470.374778032303,20,-35
984,5471.366770982742,4,-35
984,5473.570373058319,7,-35
984,5474.558563947678,20,-35
985,5476.366815090179,4,-35
985,5477.361129045486,7,-36
985,5478.350826025009,20,-35
986,5480.558797121048,4,-35
986,5481.554821968079,7,-35
986,5484.506865978241,20,-35
987,5486.302269935608,4,-36
987,5487.306807041168,7,-35
987,5489.50639796257,20,-35
988,5491.310887098312,4,-35
988,5493.529331922531,7,-35
988,5494.5191531181335,20,-35
989,5496.282791137695,4,-36
989,5497.27482509613,7,-35
989,5499.470829963684,20,-35
990,5500.4868149757385,4,-35
990,5502.274827003479,7,-35
990,5505.264673948288,20,-35
991,5506.286798000336,4,-35
991,5509.282773017883,7,-35
991,5510.262018918991,20,-35
992,5512.466777086258,4,-35
992,5513.442337036133,7,-35
992,5516.4282739162445,20,-35
993,5518.2289271354675,4,-35
993,5521.223952054977,7,-1
993,5522.234884977341,20,-41
994,5523.246756076813,4,-41
994,5526.241032123566,7,-35
994,5528.438143968582,20,-35
995,5529.45884513855,4,-35
995,5531.246825933456,7,-35
995,5532.238779067993,20,-35
996,5534.434762001038,4,-35
996,5535.4308071136475,7,-35
996,5537.220818042755,20,-35
997,5538.2221620082855,4,-35
997,5539.214754104614,7,-35
997,5541.406804084778,20,-35
998,5542.41882109642,4,-35
998,5544.2149839401245,7,-35
998,5545.201498031616,20,-35
999,5547.418160915375,4,-35
999,5548.430825948715,7,-35
999,5550.210767030716,20,-35
1000,5551.22677898407,4,-35
1000,5554.2188420295715,7,-35
1000,5555.6068110466,20,-35
1001,5557.419651031494,4,-35
1001,5558.426816940308,7,-36
1001,5560.606020927429,20,-35
1002,5562.4107711315155,4,-35
1002,5564.610820055008,7,-35
1002,5566.398808002472,20,-35
1003,5567.4251210689545,4,-35
1003,5568.413363933563,7,-35
1003,5570.6026730537415,20,-35
1004,5571.213567018509,4,-35
1004,5573.3947660923,7,-35
1004,5574.386795043945,20,-35
1005,5576.598845005035,4,-35
1005,5577.590826034546,7,-35
1005,5579.390764951706,20,-36
1006,5580.356056928635,4,-35
1006,5582.567721128464,7,-35
1006,5584.350790977478,20,-41
1007,5590.5741629600525,4,-35
1007,5593.566805124283,7,-35
1007,5595.374830961227,20,-36
1008,5596.370815038681,4,-35
1008,5600.554877996445,7,-35
1008,5602.326765060425,20,-35
1009,5603.33092713356,4,-36
1009,5605.518986940384,7,-35
1009,5606.502810955048,20,-35
1010,5608.282798051834,4,-35
1010,5609.274827003479,7,-35
1010,5613.462496995926,20,-34
1011,5615.246824979782,4,-34
1011,5616.241506099701,7,-35
1011,5618.434844017029,20,-34
1012,5621.426799058914,4,-34
1012,5622.406861066818,7,-34
1012,5624.584289073944,20,-34
1013,5626.410928964615,4,-34
1013,5628.594876050949,7,-34
1013,5629.584665060043,20,-35
1014,5631.398497104645,4,-33
1014,5632.388756990433,7,-34
1014,5634.186820983887,20,-34
1015,5635.586799144745,4,-34
1015,5637.3868680000305,7,-34
1015,5638.380424976349,20,-34
1016,5640.196440935135,4,-34
1016,5641.586796045303,7,-34
1016,5643.3878309726715,20,-34
1017,5644.33779001236,4,-34
1017,5645.322111129761,7,-34
1017,5647.494728088379,20,-41
1018,5648.491595029831,4,-41
1018,5649.4907829761505,7,-41
1018,5653.274801015854,20,-34
1019,5654.27645111084,4,-34
1019,5656.4747660160065,7,-34
1019,5657.454884052277,20,-33
1020,5659.254231929779,4,-35
1020,5660.243333101273,7,-33
1020,5661.236741065979,20,-35
1021,5663.454272985458,4,-34
1021,5664.450834035873,7,-34
1021,5667.45094704628,20,-33
1022,5669.259083032608,4,-34
1022,5672.2524700164795,7,-33
1022,5673.258378982544,20,-33
1023,5676.270988941193,4,-34
1023,5677.27225112915,7,-34
1023,5679.466820001602,20,-35
1024,5680.462775945663,4,-34
1024,5682.254759073257,7,-34
1024,5683.242831945419,20,-34
1025,5686.23895406723,4,-34
1025,5690.414471149445,7,-35
1025,5692.206768989563,20,-33
1026,5693.214765071869,4,-34
1026,5695.390478134155,7,-35
1026,5696.381516933441,20,-34
1027,5698.194816112518,4,-34
1027,5699.17063999176,7,-34
1027,5701.360676050186,20,-33
1028,5702.354799032211,4,-36
1028,5704.554805994034,7,-36
1028,5709.5427849292755,20,-35
1029,5710.146872997284,4,-41
1029,5711.559004068375,7,-41
1029,5712.542783975601,20,-41
1030,5715.536546945572,4,-35
1030,5718.526783943176,7,-35
1030,5719.542797088623,20,-36
1031,5721.3452870845795,4,-35
1031,5722.354808092117,7,-35
1031,5724.576126098633,20,-36
1032,5727.578891038895,4,-34
1032,5728.554775953293,7,-35
1032,5730.330893039703,20,-35
1033,5731.334762096405,4,-35
1033,5733.530786037445,7,-35
1033,5734.5142431259155,20,-35
1034,5738.332538127899,4,-35
1034,5741.317479133606,7,-36
1034,5744.299456119537,20,-35
1035,5746.50283908844,4,-35
1035,5747.488846063614,7,-36
1035,5750.495532989502,20,-36
1036,5751.514815092087,4,-35
1036,5754.514763116837,7,-35
1036,5756.315487146378,20,-35
1037,5757.324247121811,4,-36
1037,5759.5170929431915,7,-34
1037,5760.514819145203,20,-34
1038,5762.313898086548,4,-36
1038,5763.314661026001,7,-36
1038,5764.306828022003,20,-35
1039,5766.508307933807,4,-35
1039,5769.466856956482,7,-35
1039,5770.454819917679,20,-36
1040,5772.242872953415,4,-36
1040,5773.234803915024,7,-41
1040,5774.234815120697,20,-42
1041,5775.222898006439,4,0
1041,5776.610813140869,7,-41
1041,5777.194685935974,20,-41
1042,5779.407871961594,4,-34
1042,5782.389925956726,7,-36
1042,5783.37082195282,20,-36
1043,5785.570493936539,4,-36
1043,5789.366763114929,7,-35
1043,5791.567817926407,20,-35
1044,5794.550811052322,4,-34
1044,5796.330832004547,7,-34
1044,5801.314782142639,20,-35
1045,5802.318862915039,4,-35
1045,5804.5068900585175,7,-33
1045,5805.490648031235,20,-34
1046,5807.302777051926,4,-34
1046,5808.2856459617615,7,-34
1046,5810.470402002335,20,-34
1047,5811.470793962479,4,-33
1047,5812.450829982758,7,-34
1047,5815.4387900829315,20,-34
1048,5818.438678979874,4,-34
1048,5820.230775117874,7,-34
1048,5821.226813077927,20,-34
1049,5824.238888025284,4,-35
1049,5826.416746139526,7,-34
1049,5828.21487402916,20,-34
1050,5831.2249751091,4,-34
1050,5833.431064128876,7,-33
1050,5836.419000148773,20,-57
1051,5841.438862085342,4,-34
1051,5843.226352930069,7,-33
1051,5846.222873926163,20,-33
1052,5847.222598075867,4,-34
1052,5850.220587968826,7,-33
1052,5852.418709993362,20,-34
1053,5855.41884803772,4,-33
1053,5856.374839067459,7,-34
1053,5857.3628261089325,20,-34
1054,5859.168699026108,4,-34
1054,5860.574835062027,7,-34
1054,5863.566847085953,20,-34
1055,5865.366811990738,4,-34
1055,5866.362023115158,7,-34
1055,5868.519030094147,20,-34
1056,5871.526879072189,4,-34
1056,5873.321135997772,7,-33
1056,5875.514830112457,20,-35
1057,5876.510770082474,4,-34
1057,5878.308650016785,7,-34
1057,5879.310768127441,20,-33
1058,5881.495198011398,4,-34
1058,5882.498440027237,7,-35
1058,5884.302863121033,20,-34
1059,5885.314897060394,4,-34
1059,5886.310784101486,7,-33
1059,5888.506632089615,20,-34
1060,5889.5188500881195,4,-33
1060,5891.307022094727,7,-34
1060,5892.296133995056,20,-33
1061,5894.513961076736,4,-34
1061,5895.5107300281525,7,-34
1061,5898.50932598114,20,-35
1062,5899.518816947937,4,-57
1062,5903.3027720451355,7,-57
1062,5904.314836978912,20,-33
1063,5905.314835071564,4,-33
1063,5907.498812913895,7,-34
1063,5908.478758096695,20,-34
1064,5910.266804933548,4,-35
1064,5911.254776954651,7,-34
1064,5913.426774024963,20,-34
1065,5914.398853063583,4,-35
1065,5916.182857036591,7,-34
1065,5917.571085929871,20,-33
1066,5918.570740938187,4,-34
1066,5920.346786022186,7,-34
1066,5921.330760955811,20,-33
1067,5924.355180978775,4,-34
1067,5927.354831933975,7,-34
1067,5929.545954942703,20,-34
1068,5933.3445501327515,4,-34
1068,5934.338760137558,7,-34
1068,5936.529133081436,20,-34
1069,5937.152112007141,4,-34
1069,5940.530857086182,7,-34
1069,5942.302765130997,20,-34
1070,5943.306741952896,4,-33
1070,5945.482814073563,7,-33
1070,5947.270854949951,20,-34
1071,5949.485257148743,4,-34
1071,5953.27076792717,7,-34
1071,5956.214807033539,20,-34
1072,5958.394776105881,4,-34
1072,5961.3997321128845,7,-34
1072,5962.342839002609,20,-57
1073,5963.357478141785,4,-57
1073,5968.342836141586,7,-33
1073,5969.334829092026,20,-35
1074,5971.550816059113,4,-34
1074,5972.552406072617,7,-34
1074,5975.538826942444,20,-34
1075,5977.318839073181,4,-34
1075,5978.302798986435,7,-34
1075,5981.2607209682465,20,-34
1076,5984.270520925522,4,-34
1076,5985.270808935165,7,-34
1076,5987.423075914383,20,-33
1077,5990.41380405426,4,-33
1077,5991.398852109909,7,-34
1077,5993.195667982101,20,-35
1078,5994.214884996414,4,-34
1078,5997.5886199474335,7,-34
1078,5999.370825052261,20,-34
1079,6001.190798044205,4,-33
1079,6003.382354974747,7,-34
1079,6006.392940044403,20,-34
1080,6008.586817979813,4,-34
1080,6010.380120038986,7,-34
1080,6011.377614974976,20,-34
1081,6013.191612005234,4,-34
1081,6014.5862629413605,7,-33
1081,6016.378839969635,20,-35
1082,6017.366806030273,4,-35
1082,6019.167196989059,7,-34
1082,6020.157585144043,20,-34
1083,6023.15888094902,4,-35
1083,6024.538769006729,7,-34
1083,6025.526760101318,20,-57
1084,6026.514141082764,4,-57
1084,6030.302766084671,7,-34
1084,6033.294770956039,20,-34
1085,6035.49054312706,4,-33
1085,6036.482908964157,7,-34
1085,6038.2747349739075,20,-34
1086,6039.278849124908,4,-34
1086,6042.273952960968,7,-33
1086,6043.282866001129,20,-35
1087,6045.494864940643,4,-34
1087,6046.482878923416,7,-33
1087,6048.263553142548,20,-35
1088,6049.254835128784,4,-34
1088,6052.249789953232,7,-34
1088,6054.4468030929565,20,-33
1089,6055.4427700042725,4,-34
1089,6058.437852144241,7,-34
1089,6059.4247760772705,20,-34
1090,6061.2268409729,4,-34
1090,6062.206784963608,7,-35
1090,6064.405750989914,20,-35
1091,6067.410794973373,4,-35
1091,6068.3948130607605,7,-35
1091,6069.334810018539,20,-35
1092,6071.53378200531,4,-35
1092,6072.520061969757,7,-35
1092,6074.302948951721,20,-36
1093,6077.3107969760895,4,-35
1093,6078.266909122467,7,-34
1093,6080.470417976379,20,-35
1094,6081.4668691158295,4,-35
1094,6083.226813077927,7,-35
1094,6084.215779066086,20,-35
1095,6085.233982086182,4,-35
1095,6087.42849612236,7,-35
1095,6088.432980060577,20,-57
1096,6089.45084810257,4,-57
1096,6093.234899044037,7,-35
1096,6096.226812124252,20,-36
1097,6097.242840051651,4,-36
1097,6099.426792144775,7,-35
1097,6100.374836921692,20,-36
1098,6101.376507997513,4,-36
1098,6103.569328069687,7,-36
1098,6104.582916021347,20,-35
1099,6106.374865055084,4,-36
1099,6107.365554094315,7,-35
1099,6109.517146110535,20,-35
1100,6110.514804124832,4,-36
1100,6112.294769048691,7,-36
1100,6113.282763004303,20,-34
1101,6115.47078704834,4,-36
1101,6116.466824054718,7,-35
1101,6117.465311050415,20,-36
1102,6120.462806940079,4,-35
1102,6122.262818098068,7,-35
1102,6123.2468230724335,20,-35
1103,6125.441510915756,4,-35
1103,6126.438846111298,7,-35
1103,6128.222773075104,20,-35
1104,6129.2308440208435,4,-36
1104,6132.218795061111,7,-35
1104,6133.614491939545,20,-35
1105,6135.4107921123505,4,-36
1105,6136.415899991989,7,-36
1105,6138.205812931061,20,-36
1106,6139.195444107056,4,-35
1106,6141.390846967697,7,-35
1106,6144.414854049683,20,-35
1107,6145.394701957703,4,-35
1107,6146.383034944534,7,-35
1107,6148.574862003326,20,-35
1108,6149.174798965454,4,-35
1108,6157.378875017166,7,-36
1108,6160.3627779483795,20,-35
1109,6161.374840974808,4,-35
1109,6162.364273071289,7,-35
1109,6165.358863115311,20,-36
1110,6167.554748058319,4,-36
1110,6168.540786027908,7,-35
1110,6170.342793941498,20,-35
1111,6171.311160087585,4,-35
1111,6173.494979143143,7,-36
1111,6176.486812114716,20,-36
1112,6180.29336309433,4,-35
1112,6183.306854963303,7,-35
1112,6186.28679394722,20,-35
1113,6187.291032075882,4,-35
1113,6191.490813970566,7,-36
1113,6194.478862047195,20,-35
1114,6196.278908967972,4,-34
1114,6197.262829065323,7,-34
1114,6199.438277959824,20,-34
1115,6200.458750963211,4,-34
1115,6202.25030207634,7,-34
1115,6203.236238002777,20,-33
1116,6205.438766002655,4,-33
1116,6207.221879959106,7,-34
1116,6209.430848121643,20,-34
1117,6210.435920000076,4,-34
1117,6212.238958120346,7,-33
1117,6214.434772014618,20,0
1118,6215.462860107422,4,0
1118,6219.250771045685,7,-33
1118,6221.441721916199,20,-34
1119,6225.282781124115,4,-34
1119,6226.270818948746,7,-34
1119,6228.454357147217,20,-34
1120,6229.446764945984,4,-33
1120,6231.255063056946,7,-34
1120,6232.252774953842,20,-34
1121,6235.2748029232025,4,-34
1121,6239.462919950485,7,-34
1121,6244.459038972855,20,-35
1122,6245.462769031525,4,-35
1122,6247.2347910404205,7,-35
1122,6248.210824012756,20,-35
1123,6250.398874044418,4,-36
1123,6251.373013019562,7,-35
1123,6252.383095979691,20,-35
1124,6257.406882047653,4,-35
1124,6258.402810096741,7,-35
1124,6261.402802944183,20,-35
1125,6263.21076798439,4,-35
1125,6264.198856115341,7,-35
1125,6266.378808021545,20,-36
1126,6267.374787092209,4,-35
1126,6268.352709054947,7,-35
1126,6271.347581148148,20,-35
1127,6274.318759918213,4,-35
1127,6276.511001110077,7,-35
1127,6277.486810922623,20,-57
1128,6283.2987060546875,4,-36
1128,6284.302792072296,7,-35
1128,6286.502912044525,20,-36
1129,6287.518821954727,4,-35
1129,6289.3027720451355,7,-35
1129,6292.290874958038,20,-35
1130,6293.297255039215,4,-35
1130,6295.474684000015,7,-35
1130,6296.454767942429,20,-36
1131,6297.4628319740295,4,-36
1131,6300.450742006302,7,-36
1131,6302.250777959824,20,-36
1132,6305.253109931946,4,-35
1132,6306.238821029663,7,-35
1132,6308.433860063553,20,-35
1133,6311.426806926727,4,-35
1133,6313.210803031921,7,-36
1133,6315.390857934952,20,-35
1134,6316.393197059631,4,-35
1134,6318.1869060993195,7,-35
1134,6319.5828149318695,20,-35
1135,6321.390819072723,4,-35
1135,6322.386829137802,7,-35
1135,6324.578774929047,20,-35
1136,6325.586841106415,4,-36
1136,6327.376150131226,7,-35
1136,6328.367317914963,20,-35
1137,6329.355287075043,4,-35
1137,6331.542772054672,7,-35
1137,6332.529322147369,20,-34
1138,6334.326775074005,4,-33
1138,6335.290807008743,7,-33
1138,6337.493911027908,20,-34
1139,6340.48680305481,4,-1
1139,6341.46287894249,7,-57
1139,6342.446990013123,20,-57
1140,6343.455623149872,4,-57
1140,6345.258765935898,7,-33
1140,6347.454833030701,20,-34
1141,6348.450778007507,4,-34
1141,6350.2353711128235,7,-34
1141,6351.221601009369,20,-34
