Set,Time,antennaSTR,clientRSSI,bssidRSSI,bssidArray,clientArray
3931,21770.398744106293,4,-39
3931,21771.38515806198,7,-39
3931,21772.386835098267,20,-46
3932,21777.39479613304,4,-38
3932,21779.19477891922,7,-38
3932,21780.186808109283,20,-38
3933,21782.394675016403,4,-38
3933,21783.394663095474,7,-38
3933,21784.387025117874,20,-38
3934,21786.170715093613,4,-38
3934,21787.170757055283,7,-38
3934,21789.34990811348,20,-38
3935,21790.358825922012,4,-38
3935,21793.343439102173,7,-38
3935,21796.334051132202,20,-38
3936,21798.537581920624,4,-38
3936,21799.486788988113,7,-38
3936,21800.465814113617,20,-38
3937,21802.258877038956,4,-38
3937,21803.2485871315,7,-38
3937,21805.422773122787,20,-38
3938,21806.41431093216,4,-38
3938,21808.202929019928,7,-38
3938,21811.190814971924,20,-38
3939,21812.194818019867,4,-38
3939,21814.374848127365,7,-38
3939,21815.38281106949,20,-38
3940,21816.378790140152,4,-38
3940,21819.362864017487,7,-38
3940,21821.544580936432,20,-38
3941,21822.546827077866,4,-38
3941,21825.54191303253,7,-38
3941,21828.582696914673,20,-38
3942,21830.38285303116,4,-38
3942,21831.358804941177,7,-38
3942,21834.33480811119,20,-38
3943,21839.354840040207,4,-1
3943,21841.5362970829,7,-38
3943,21843.334759950638,20,-38
3944,21844.330774068832,4,-38
3944,21846.503654003143,7,-38
3944,21848.318819999695,20,-38
3945,21850.51484799385,4,-38
3945,21851.4987680912,7,-38
3945,21853.301092147827,20,-38
3946,21854.302883148193,4,-38
3946,21856.501172065735,7,-38
3946,21857.506776094437,20,-38
3947,21859.314870119095,4,-38
3947,21860.290777921677,7,-38
3947,21862.48362994194,20,-38
3948,21864.294840097427,4,-38
3948,21866.490422964096,7,-38
3948,21867.478596925735,20,-38
3949,21869.286864042282,4,-39
3949,21870.27100610733,7,-38
3949,21872.466790914536,20,-38
3950,21873.450876951218,4,-38
3950,21875.242797136307,7,-38
3950,21876.2388150692,20,-38
3951,21877.60908794403,4,-38
3951,21879.422833919525,7,-38
3951,21880.431806087494,20,-38
3952,21882.222793102264,4,-38
3952,21885.20835995674,7,-38
3952,21888.618797063828,20,-38
3953,21890.43086695671,4,-38
3953,21892.622982025146,7,-38
3953,21893.609095096588,20,-38
3954,21895.458361148834,4,-38
3954,21896.450787067413,7,-38
3954,21898.240767002106,20,-46
3955,21904.442883968353,4,-39
3955,21905.462819099426,7,-39
3955,21907.2738571167,20,-39
3956,21908.26430797577,4,-39
3956,21909.218826055527,7,-39
3956,21911.43722295761,20,-39
3957,21912.43880200386,4,-39
3957,21914.234885931015,7,-39
3957,21915.21876502037,20,-39
3958,21917.42378091812,4,-38
3958,21920.42281293869,7,-39
3958,21921.434749126434,20,-39
3959,21923.238975048065,4,-39
3959,21924.23079609871,7,-39
3959,21925.21876692772,20,-39
3960,21927.45882511139,4,-39
3960,21929.30481696129,7,-39
3960,21930.28165912628,20,-39
3961,21931.2507750988,4,-39
3961,21933.43476009369,7,-39
3961,21934.408710956573,20,-39
3962,21936.206829071045,4,-39
3962,21937.192430973053,7,-39
3962,21939.37880897522,20,-39
3963,21940.38164997101,4,-39
3963,21941.382776021957,7,-39
3963,21943.566774129868,20,-39
3964,21946.56918311119,4,-39
3964,21949.568922042847,7,-39
3964,21951.362808942795,20,-39
3965,21956.382132053375,4,-39
3965,21957.333948135376,7,-39
3965,21959.52046394348,20,-39
3966,21960.52281999588,4,-39
3966,21961.52149105072,7,-61
3966,21962.507123947144,20,-1
3967,21965.52307200432,4,-61
3967,21966.518787145615,7,-39
3967,21968.289704084396,20,-39
3968,21970.498389959335,4,-39
3968,21972.298990011215,7,-39
3968,21973.286472082138,20,-39
3969,21975.503525972366,4,-39
3969,21976.490788936615,7,-39
3969,21978.298851966858,20,-39
3970,21979.322824001312,4,-39
3970,21981.507166147232,7,-39
3970,21984.505676031113,20,-39
3971,21986.29632806778,4,-39
3971,21988.482763051987,7,-39
3971,21989.47293996811,20,-39
3972,21991.262771129608,4,-39
3972,21992.26682114601,7,-38
3972,21995.25494813919,20,-39
3973,21997.43079805374,4,-41
3973,21998.414762973785,7,-38
3973,22000.214844942093,20,-38
3974,22001.20676612854,4,-39
3974,22002.592329978943,7,-38
3974,22004.384832143784,20,-38
3975,22005.386801958084,4,-39
3975,22007.170809030533,7,-39
3975,22008.558757066727,20,-38
3976,22010.35633611679,4,-38
3976,22011.310972929,7,-38
3976,22013.501374959946,20,-38
3977,22014.52280807495,4,-38
3977,22016.31080198288,7,-38
3977,22018.49592113495,20,-38
3978,22020.262773036957,4,-38
3978,22021.255389928818,7,-38
3978,22023.450775146484,20,-38
3979,22024.455235004425,4,-39
3979,22029.47081708908,7,-39
3979,22030.458833932877,20,-38
3980,22032.29223203659,4,-39
3980,22033.2748939991,7,-38
3980,22034.249320030212,20,-38
3981,22036.4588599205,4,-38
3981,22037.44281601906,7,-38
3981,22039.247971057892,20,-39
3982,22040.25138092041,4,-38
3982,22042.446766138077,7,-38
3982,22043.460125923157,20,-38
3983,22045.274938106537,4,-38
3983,22048.26684498787,7,-38
3983,22050.45679807663,20,-39
3984,22052.258813142776,4,-38
3984,22053.255201101303,7,-38
3984,22055.44624209404,20,-38
3985,22058.468605041504,4,-38
3985,22061.45485496521,7,-38
3985,22062.438688993454,20,-38
3986,22063.438781023026,4,-38
3986,22065.238809108734,7,-38
3986,22066.24682211876,20,-39
3987,22068.474805116653,4,-39
3987,22072.276840925217,7,-39
3987,22075.271208047867,20,-39
3988,22078.270869016647,4,-38
3988,22079.26681113243,7,-38
3988,22081.478893995285,20,-38
3989,22082.478842020035,4,-39
3989,22084.284068107605,7,-39
3989,22085.28685593605,20,-39
3990,22087.49650502205,4,-61
3990,22088.485358953476,7,-61
3990,22089.49076795578,20,-61
3991,22093.282845020294,4,-39
3991,22094.262803077698,7,-39
3991,22095.242799043655,20,-39
3992,22097.458776950836,4,-39
3992,22098.438662052155,7,-39
3992,22101.4468460083,20,-39
3993,22103.28272294998,4,-39
3993,22109.47689795494,7,-39
3993,22110.4660820961,20,-39
3994,22111.468269109726,4,-39
3994,22113.25878596306,7,-39
3994,22116.256602048874,20,-39
3995,22117.26268005371,4,-39
3995,22119.414772987366,7,-39
3995,22120.396201133728,20,-39
3996,22122.170762062073,4,-39
3996,22123.558974027634,7,-39
3996,22126.566785097122,20,-39
3997,22128.391010046005,4,-39
3997,22129.377289056778,7,-39
3997,22132.370860099792,20,-39
3998,22133.37622499466,4,-39
3998,22138.379811048508,7,-39
3998,22141.37596297264,20,-39
3999,22142.341788053513,4,-39
3999,22143.33155107498,7,-39
3999,22145.518821001053,20,-39
4000,22146.506551980972,4,-39
4000,22148.305733919144,7,-39
4000,22149.29482793808,20,-39
4001,22150.28880095482,4,-61
4001,22151.27615904808,7,-61
4001,22155.46496295929,20,-39
4002,22156.476223945618,4,-39
4002,22158.27082800865,7,-39
4002,22159.2427611351,20,-39
4003,22162.24306511879,4,-39
4003,22164.41883301735,7,-38
4003,22165.410799980164,20,-38
4004,22167.20674610138,4,-38
4004,22170.198802947998,7,-39
4004,22172.38691997528,20,-39
4005,22174.212660074234,4,-39
4005,22175.592730998993,7,-39
4005,22180.198885917664,20,-39
4006,22181.596167087555,4,-39
4006,22184.590775966644,7,-39
4006,22186.395532131195,20,-39
4007,22187.410176038742,4,-39
4007,22188.414772987366,7,-39
4007,22190.210849046707,20,-39
4008,22191.594845056534,4,-39
4008,22193.37476992607,7,-39
4008,22194.358767032623,20,-39
4009,22196.574666023254,4,-39
4009,22198.390814065933,7,-39
4009,22201.386198043823,20,-39
4010,22203.602360010147,4,-38
4010,22204.594699144363,7,-39
4010,22206.378796100616,20,-38
4011,22207.39094901085,4,-39
4011,22209.59082198143,7,-38
4011,22212.18595314026,20,-39
4012,22213.194949150085,4,-41
4012,22214.182764053345,7,-61
4012,22218.37711906433,20,-38
4013,22219.37076497078,4,-38
4013,22220.369580984116,7,-38
4013,22222.52480697632,20,-39
4014,22225.53546500206,4,-38
4014,22228.522861003876,7,-39
4014,22229.48284292221,20,-39
4015,22231.29082107544,4,-38
4015,22232.274841070175,7,-38
4015,22234.465965986252,20,-38
4016,22235.456306934357,4,-38
4016,22236.442311048508,7,-39
4016,22238.22676897049,20,-38
4017,22239.238816022873,4,-38
4017,22241.426769971848,7,-39
4017,22242.407470941544,20,-39
4018,22244.621719121933,4,-38
4018,22246.423027038574,7,-39
4018,22248.217705965042,20,-38
4019,22249.586801052094,4,-38
4019,22251.38416004181,7,-38
4019,22252.337364912033,20,-39
4020,22254.54680109024,4,-39
4020,22255.529262065887,7,-39
4020,22257.314954042435,20,-39
4021,22258.302859067917,4,-39
4021,22261.28310894966,7,-39
4021,22263.48278903961,20,-39
4022,22264.490777015686,4,-39
4022,22265.482794046402,7,-39
4022,22268.47077512741,20,-39
4023,22270.290807008743,4,-39
4023,22271.294816970825,7,-39
4023,22273.478852033615,20,-39
4024,22274.47954106331,4,-39
4024,22276.266840934753,7,-59
4024,22277.250833034515,20,-59
4025,22278.239292144775,4,-60
4025,22279.246375083923,7,-1
4025,22280.234890937805,20,-60
4026,22281.231022119522,4,-39
4026,22283.440232992172,7,-40
4026,22284.442836999893,20,-39
4027,22286.24495792389,4,-39
4027,22289.24680995941,7,-39
4027,22290.233302116394,20,-39
4028,22292.452153921127,4,-39
4028,22295.406840085983,7,-39
4028,22296.392141103745,20,-39
4029,22297.38462495804,4,-39
4029,22299.57072210312,7,-39
4029,22300.55683207512,20,-39
4030,22302.35922908783,4,-39
4030,22303.343013048172,7,-39
4030,22305.53086400032,20,-39
4031,22306.54284596443,4,-39
4031,22308.32993912697,7,-39
4031,22309.326553106308,20,-39
4032,22311.54680609703,4,-39
4032,22313.33894610405,7,-39
4032,22316.34285593033,20,-38
4033,22318.54118204117,4,-38
4033,22319.53879213333,7,-38
4033,22321.33083510399,20,-39
4034,22322.330771923065,4,-38
4034,22324.52278113365,7,-38
4034,22325.530823946,20,-39
4035,22327.358777999878,4,-39
4035,22328.338767051697,7,-38
4035,22329.322031021118,20,-39
4036,22332.330148935318,4,-38
4036,22334.519441127777,7,-39
4036,22337.522795915604,20,-39
4037,22338.53080511093,4,-38
4037,22339.518829107285,7,-61
4037,22340.504457950592,20,-61
4038,22341.49483513832,4,-61
4038,22342.4987180233,7,-61
4038,22343.517065048218,20,-1
4039,22347.338853120804,4,-38
4039,22348.33921098709,7,-39
4039,22350.535795927048,20,-39
4040,22351.55116891861,4,-39
4040,22353.358772039413,7,-39
4040,22354.342752933502,20,-39
4041,22356.52684402466,4,-39
4041,22357.51882791519,7,-39
4041,22358.506829977036,20,-39
4042,22360.32484793663,4,-39
4042,22361.326762914658,7,-39
4042,22363.529828071594,20,-39
4043,22364.5268099308,4,-39
4043,22366.31076812744,7,-39
4043,22367.302782058716,20,-39
4044,22370.294809103012,4,-39
4044,22372.48280096054,7,-39
4044,22373.466778993607,20,-39
4045,22374.434788942337,4,-39
4045,22376.222887039185,7,-39
4045,22377.214846134186,20,-39
4046,22379.418882131577,4,-39
4046,22380.41606593132,7,-39
4046,22382.20684194565,20,-39
4047,22385.19301199913,4,-39
4047,22386.58688211441,7,-39
4047,22388.386955976486,20,-39
4048,22389.398888111115,4,-39
4048,22390.392215013504,7,-39
4048,22393.390814065933,20,-39
4049,22395.5844810009,4,-39
4049,22396.198975086212,7,-39
4049,22398.37098312378,20,-39
4050,22399.39969611168,4,-39
4050,22401.58388400078,7,-39
4050,22402.190829992294,20,-60
4051,22406.39878511429,4,-39
4051,22408.586808919907,7,-39
4051,22409.16273212433,20,-39
4052,22411.37232708931,4,-39
4052,22412.361135959625,7,-38
4052,22414.55691599846,20,-38
4053,22415.550795078278,4,-38
4053,22417.354828119278,7,-38
4053,22419.530781030655,20,-39
4054,22424.539343118668,4,-38
4054,22425.534816980362,7,-38
4054,22427.31883406639,20,-39
4055,22428.338807106018,4,-38
4055,22430.530771017075,7,-39
4055,22431.542376995087,20,-38
4056,22434.142802000046,4,-38
4056,22435.538968086243,7,-39
4056,22437.338801145554,20,-38
4057,22438.35875105858,4,-39
4057,22440.506772994995,7,-39
4057,22441.454788923264,20,-39
4058,22444.446016073227,4,-39
4058,22446.246833086014,7,-39
4058,22447.234766960144,20,-38
4059,22449.42277407646,4,-38
4059,22450.41477894783,7,-39
4059,22451.40282893181,20,-39
4060,22453.614807128906,4,-39
4060,22454.589293003082,7,-39
4060,22456.37355709076,20,-39
4061,22457.338782072067,4,-39
4061,22459.548269987106,7,-39
4061,22460.545510053635,20,-38
4062,22463.55459499359,4,-39
4062,22465.34187602997,7,-59
4062,22466.33352994919,20,-59
4063,22470.53887104988,4,-39
4063,22472.316170930862,7,-39
4063,22473.310981035233,20,-39
4064,22475.490761995316,4,-39
4064,22476.472962141037,7,-39
4064,22478.26285791397,20,-38
4065,22479.24991798401,4,-39
4065,22480.266799926758,7,-39
4065,22482.462799072266,20,-39
4066,22483.46623110771,4,-39
4066,22485.27478814125,7,-39
4066,22486.254764080048,20,-39
4067,22488.460128068924,4,-38
4067,22489.458801984787,7,-39
4067,22491.25077199936,20,-39
4068,22492.226797103882,4,-39
4068,22494.413208961487,7,-39
4068,22495.394810914993,20,-39
4069,22496.406049966812,4,-39
4069,22498.60286307335,7,-39
4069,22500.42679810524,20,-39
4070,22502.23476600647,4,-39
4070,22504.4108171463,7,-39
4070,22505.386776924133,20,-39
4071,22507.21483206749,4,-39
4071,22508.198777914047,7,-39
4071,22510.354855060577,20,-39
4072,22511.35478401184,4,-39
4072,22512.3307659626,7,-39
4072,22514.518866062164,20,-39
4073,22515.555833101273,4,-39
4073,22517.346763134003,7,-39
4073,22520.34844303131,20,-39
4074,22521.338276147842,4,-39
4074,22523.52681207657,7,-39
4074,22524.528170108795,20,-39
4075,22527.5388610363,4,-39
4075,22528.514753103256,7,-57
4075,22529.490706920624,20,-57
4076,22530.486819028854,4,-57
4076,22533.436576128006,7,-38
4076,22534.422861099243,20,-38
4077,22536.59881401062,4,-39
4077,22537.590840101242,7,-38
4077,22539.370815992355,20,-38
4078,22540.370568037033,4,-38
4078,22541.370832920074,7,-38
4078,22543.55476808548,20,-38
4079,22544.562803030014,4,-38
4079,22546.3388299942,7,-38
4079,22549.315729141235,20,-38
4080,22550.323240041733,4,-39
4080,22553.310826063156,7,-39
4080,22555.50285601616,20,-38
4081,22556.50701212883,4,-38
4081,22557.51819705963,7,-38
4081,22560.514934062958,20,-38
4082,22562.31875705719,4,-38
4082,22563.310850143433,7,-39
4082,22568.262819051743,20,-39
4083,22571.250819921494,4,-38
4083,22572.25613808632,7,-38
4083,22573.24683713913,20,-38
4084,22575.448228120804,4,-38
4084,22576.438789129257,7,-38
4084,22579.446851968765,20,-38
4085,22581.23885512352,4,-38
4085,22582.246819972992,7,-38
4085,22584.436226129532,20,-39
4086,22585.426767110825,4,-38
4086,22587.20179796219,7,-39
4086,22588.21483397484,20,-39
4087,22589.230813980103,4,-39
4087,22591.418839931488,7,-53
4087,22592.39876794815,20,-53
4088,22593.397556066513,4,-53
4088,22595.198825120926,7,-53
4088,22597.402837991714,20,-39
4089,22599.60931611061,4,-39
4089,22601.394819021225,7,-39
4089,22602.398836135864,20,-39
4090,22604.230839014053,4,-39
4090,22605.618160009384,7,-39
4090,22607.41083908081,20,-39
4091,22608.418823957443,4,-39
4091,22610.199413061142,7,-39
4091,22611.190768003464,20,-39
4092,22613.357310056686,4,-39
4092,22614.330781936646,7,-39
4092,22616.51093196869,20,-39
4093,22617.522824048996,4,-39
4093,22618.5153131485,7,-39
4093,22620.298767089844,20,-39
4094,22621.286813020706,4,-39
4094,22623.479032993317,7,-38
4094,22624.48685193062,20,-38
4095,22626.302840948105,4,-38
4095,22627.290815114975,7,-39
4095,22630.266785144806,20,-38
4096,22632.446845054626,4,-38
4096,22639.39884209633,7,-39
4096,22640.389966011047,20,-38
4097,22642.202791929245,4,-38
4097,22643.59091901779,7,-39
4097,22645.378217935562,20,-38
4098,22646.38684797287,4,-38
4098,22648.175029993057,7,-39
4098,22650.369437932968,20,-38
4099,22652.570862054825,4,-38
4099,22654.354850053787,7,-1
4099,22659.342838048935,20,-38
4100,22661.538239955902,4,-38
4100,22662.520378112793,7,-38
4100,22665.526808977127,20,-39
4101,22666.550758123398,4,-38
4101,22668.330791950226,7,-38
4101,22669.282771110535,20,-38
4102,22672.30685210228,4,-39
4102,22674.493541955948,7,-38
4102,22675.47076702118,20,-39
4103,22677.266901016235,4,-39
4103,22678.25078701973,7,-38
4103,22679.23869895935,20,-39
4104,22681.42718410492,4,-38
4104,22682.42812395096,7,-38
4104,22684.214836120605,20,-39
4105,22685.222774982452,4,-38
4105,22687.407810926437,7,-38
4105,22691.20982313156,20,-38
4106,22693.39870405197,4,-38
4106,22695.208270072937,7,-38
4106,22697.43083500862,20,-38
4107,22700.442858934402,4,-38
4107,22701.430787086487,7,-38
4107,22704.43830013275,20,-38
4108,22706.2445499897,4,-38
4108,22710.424222946167,7,-38
4108,22711.42794895172,20,-38
4109,22713.226812124252,4,-38
4109,22717.406817913055,7,-46
4109,22718.398848056793,20,0
4110,22719.411139965057,4,-46
4110,22720.36309814453,7,-46
4110,22722.514851093292,20,-38
4111,22723.521728038788,4,-38
4111,22725.303653001785,7,-39
4111,22726.2867770195,20,-38
4112,22727.27081012726,4,-38
4112,22729.470883131027,7,-38
4112,22730.442798137665,20,-38
4113,22732.235901117325,4,-38
4113,22733.210782051086,7,-39
4113,22735.400381088257,20,-38
4114,22736.386976003647,4,-38
4114,22738.575684070587,7,-38
4114,22741.158864974976,20,-39
4115,22742.540046930313,4,-38
4115,22743.543185949326,7,-39
4115,22745.290864944458,20,-38
4116,22746.278803110123,4,-39
4116,22748.474874019623,7,-38
4116,22749.465605020523,20,-39
4117,22752.472177028656,4,-39
4117,22754.255447149277,7,-38
4117,22755.246840000153,20,-38
4118,22756.234758138657,4,-39
4118,22758.434845924377,7,-39
4118,22759.382827997208,20,-39
4119,22761.570967912674,4,-39
4119,22762.562876939774,7,-39
4119,22764.35481095314,20,-39
4120,22765.356713056564,4,-39
4120,22767.559029102325,7,-39
4120,22768.555830955505,20,-39
4121,22770.362900972366,4,-39
4121,22771.35878109932,7,-39
4121,22772.346847057343,20,-39
4122,22774.55097913742,4,-39
4122,22775.52677512169,7,-39
4122,22777.314867973328,20,-39
4123,22778.322797060013,4,-39
4123,22780.51884508133,7,-45
4123,22785.506858110428,20,-39
4124,22787.298283100128,4,-39
4124,22788.29615712166,7,-39
4124,22790.486834049225,20,-39
4125,22791.491060972214,4,-39
4125,22793.27675294876,7,-39
4125,22794.270982027054,20,-39
4126,22796.470773935318,4,-39
4126,22797.46282505989,7,-39
4126,22799.24682712555,20,-39
4127,22800.262831926346,4,-39
4127,22802.44588494301,7,-39
4127,22804.24278306961,20,-38
4128,22806.45481991768,4,-38
4128,22809.442075014114,7,-38
4128,22810.433484077454,20,-38
4129,22812.230844020844,4,-39
4129,22815.242842912674,7,-39
4129,22816.23491001129,20,-39
4130,22818.437328100204,4,-39
4130,22819.438779115677,7,-38
4130,22820.45012807846,20,-38
4131,22822.220721006393,4,-38
4131,22823.206813097,7,-38
4131,22825.37477993965,20,-38
4132,22826.379760980606,4,-39
4132,22828.570830106735,7,-38
4132,22830.350760936737,20,-39
4133,22832.54686498642,4,-38
4133,22834.334866046906,7,-38
4133,22838.538766145706,20,-38
4134,22839.54279613495,4,-38
4134,22841.32681298256,7,-38
4134,22843.51583504677,20,-46
4135,22844.52680706978,4,-45
4135,22845.51483106613,7,-46
4135,22846.494787931442,20,-46
4136,22848.282836914062,4,-38
4136,22849.28283405304,7,-38
4136,22851.483757972717,20,-38
4137,22852.49070596695,4,-38
4137,22854.238826990128,7,-38
4137,22855.627108097076,20,-38
4138,22857.418807029724,4,-38
4138,22860.40581893921,7,-38
4138,22863.39353108406,20,-38
4139,22864.370780944824,4,-38
4139,22865.374810934067,7,-38
4139,22867.574860095978,20,-38
4140,22868.558438062668,4,-39
4140,22871.554777145386,7,-38
4140,22873.350764989853,20,-38
4141,22874.350835084915,4,-38
4141,22876.526782989502,7,-39
4141,22877.502785921097,20,-38
4142,22879.29483604431,4,-38
4142,22881.480792045593,7,-38
4142,22883.266773939133,20,-38
4143,22884.2668299675,4,-39
4143,22886.46281504631,7,-38
4143,22887.442785978317,20,-38
4144,22889.24290895462,4,-38
4144,22890.24280810356,7,-38
4144,22892.422770023346,20,-38
4145,22893.43484711647,4,-39
4145,22895.22838306427,7,-39
4145,22896.222823143005,20,-39
4146,22897.218814134598,4,-39
4146,22900.210333108902,7,-39
4146,22902.389830112457,20,-39
4147,22903.40163207054,4,-39
4147,22905.202886104584,7,-39
4147,22906.598796129227,20,-46
4148,22910.406832933426,4,-39
4148,22911.406805992126,7,-1
4148,22916.39480304718,20,-39
4149,22918.196635961533,4,-39
4149,22919.18608403206,7,-39
4149,22921.38678407669,20,-39
4150,22922.376001119614,4,-39
4150,22925.362950086594,7,-39
4150,22927.55280303955,20,-38
4151,22929.366811037064,4,-39
4151,22931.58123898506,7,-39
4151,22932.570832967758,20,-39
4152,22934.354898929596,4,-39
4152,22935.351015090942,7,-39
4152,22937.538845062256,20,-39
4153,22938.561337947845,4,-39
4153,22940.358879089355,7,-39
4153,22941.345541000366,20,-39
4154,22942.346825122833,4,-39
4154,22944.549284934998,7,-38
4154,22945.546817064285,20,-38
4155,22947.370785951614,4,-38
4155,22948.366826057434,7,-38
4155,22950.562580108643,20,-38
4156,22952.38343000412,4,-38
4156,22954.16681599617,7,-38
4156,22956.366776943207,20,-38
4157,22957.37486600876,4,-38
4157,22958.35481595993,7,-38
4157,22960.546803951263,20,-38
4158,22961.534811019897,4,-38
4158,22963.322771072388,7,-38
4158,22964.30682206154,20,-38
4159,22966.478723049164,4,-38
4159,22967.481495141983,7,-38
4159,22969.230802059174,20,-38
4160,22970.23077392578,4,-38
4160,22972.441796064377,7,-38
4160,22973.4329829216,20,-38
4161,22974.43194413185,4,-46
4161,22975.43354010582,7,-46
4161,22976.42344713211,20,-46
4162,22977.418100118637,4,-46
4162,22979.614768981934,7,-39
4162,22982.190264940262,20,-38
4163,22983.57083106041,4,-38
4163,22985.369640111923,7,-38
4163,22988.364759922028,20,-38
4164,22989.36279296875,4,-38
4164,22990.340162992477,7,-38
4164,22992.522864103317,20,-38
4165,22993.51876807213,4,-38
4165,22995.334869146347,7,-38
4165,22996.325550079346,20,-38
4166,22998.540714025497,4,-38
4166,22999.54518699646,7,-38
4166,23001.338813066483,20,-38
4167,23002.35371208191,4,-39
4167,23003.32682108879,7,-38
4167,23005.503479003906,20,-38
4168,23006.502778053284,4,-38
4168,23008.304214000702,7,-38
4168,23009.290781974792,20,-38
4169,23011.50281906128,4,-38
4169,23014.491557121277,7,-39
4169,23015.486768960953,20,-39
4170,23017.306594133377,4,-39
4170,23018.263627052307,7,-39
4170,23019.241878032684,20,-39
4171,23021.476953029633,4,-39
4171,23022.47478413582,7,-39
4171,23024.264424085617,20,-39
4172,23025.23125910759,4,-39
4172,23027.435091018677,7,-39
4172,23028.426811933517,20,-39
4173,23033.422815084457,4,-39
4173,23034.420501947403,7,-39
4173,23037.398766994476,20,-39
4174,23038.41481900215,4,-46
4174,23041.423439979553,7,-39
4174,23043.180549144745,20,-38
4175,23044.203094005585,4,-39
4175,23046.386805057526,7,-38
4175,23047.374786138535,20,-38
4176,23050.38678908348,4,-38
4176,23051.37882399559,7,-38
4176,23053.562866926193,20,-38
4177,23057.382910966873,4,-39
4177,23059.55735707283,7,-39
4177,23060.53476500511,20,-38
4178,23062.339014053345,4,-39
4178,23063.330945968628,7,-38
4178,23064.313776016235,20,-38
4179,23066.488565921783,4,-39
4179,23067.48288011551,7,-38
4179,23072.481653928757,20,-38
4180,23076.2988820076,4,-39
4180,23078.506776094437,7,-39
4180,23079.506803035736,20,-39
4181,23080.510818004608,4,-39
4181,23082.302830934525,7,-39
4181,23083.282833099365,20,-39
4182,23086.310807943344,4,-39
4182,23088.498929023743,7,-39
4182,23089.486760139465,20,-39
4183,23091.302881002426,4,-39
4183,23092.2907640934,7,-39
4183,23094.50281906128,20,-39
4184,23095.478868961334,4,-39
4184,23098.43038201332,7,-39
4184,23099.418095111847,20,-39
4185,23100.438764095306,4,-46
4185,23101.43084192276,7,-45
4185,23104.410771131516,20,-46
4186,23105.402809143066,4,-39
4186,23107.19483399391,7,-39
4186,23108.178776979446,20,-39
4187,23110.37482905388,4,-39
4187,23111.358124017715,7,-39
4187,23114.30277109146,20,-39
4188,23115.323487997055,4,-39
4188,23117.54760313034,7,-39
4188,23120.53879213333,20,-39
4189,23122.362779140472,4,-39
4189,23124.569886922836,7,-39
4189,23126.384535074234,20,-39
4190,23127.39266014099,4,-39
4190,23128.39461994171,7,-39
4190,23130.219910144806,20,-39
4191,23131.214818954468,4,-39
4191,23133.394815921783,7,-39
4191,23134.38929796219,20,-39
4192,23137.366786003113,4,-39
4192,23139.554805994034,7,-39
4192,23141.34684610367,20,-39
4193,23143.53080892563,4,-39
4193,23144.528913021088,7,-39
4193,23146.318763017654,20,-39
4194,23147.331705093384,4,-39
4194,23152.319519996643,7,-39
4194,23155.33082294464,20,-39
4195,23156.331735134125,4,-39
4195,23157.31880903244,7,-38
4195,23159.506780147552,20,-38
4196,23160.514806985855,4,-38
4196,23162.29478406906,7,-38
4196,23163.30920600891,20,-46
4197,23168.346926927567,4,-39
4197,23171.328033924103,7,-39
4197,23172.274785995483,20,-39
4198,23173.282783985138,4,-39
4198,23178.286879062653,7,-39
4198,23179.270779132843,20,-39
4199,23181.47365808487,4,-39
4199,23182.498811006546,7,-39
4199,23184.3067650795,20,-39
4200,23185.298763036728,4,-39
4200,23186.29082608223,7,-39
4200,23188.487591981888,20,-39
4201,23189.496353149414,4,-39
4201,23192.50670695305,7,-39
4201,23194.290894031525,20,-39
4202,23195.29483604431,4,-39
4202,23197.474709033966,7,-39
4202,23198.47223997116,20,-39
4203,23200.29881811142,4,-39
4203,23201.302815914154,7,-39
4203,23202.287003040314,20,-39
4204,23205.27077102661,4,-39
4204,23207.462837934494,7,-39
4204,23208.438820123672,20,-39
4205,23210.22675895691,4,-39
4205,23211.239001989365,7,-39
4205,23213.38687491417,20,-39
4206,23214.382982969284,4,-39
4206,23217.378732919693,7,-39
4206,23218.358814954758,20,-39
4207,23220.57096004486,4,-39
4207,23221.55076098442,7,-39
4207,23223.3588180542,20,-39
4208,23226.342550992966,4,-45
4208,23227.330305099487,7,-1
4208,23231.542819976807,20,-39
4209,23233.34959602356,4,-39
4209,23236.34280896187,7,-39
4209,23237.34684610367,20,-39
4210,23239.54682803154,4,-39
4210,23240.550753116608,7,-39
4210,23242.350805044174,20,-39
4211,23243.338829040527,4,-39
4211,23245.51878809929,7,-39
4211,23246.51483798027,20,-39
4212,23247.514804124832,4,-39
4212,23249.310822963715,7,-39
4212,23250.290760040283,20,-39
4213,23252.522624015808,4,-39
4213,23253.51757502556,7,-38
4213,23255.31484413147,20,-39
4214,23256.319488048553,4,-39
4214,23258.517619132996,7,-38
4214,23259.496736049652,20,-38
4215,23261.298749923706,4,-38
4215,23262.308514118195,7,-38
4215,23265.286103010178,20,-39
4216,23266.284878969193,4,-38
4216,23268.466815948486,7,-39
4216,23269.458809137344,20,-38
4217,23271.282805919647,4,-38
4217,23272.258788108826,7,-38
4217,23274.478848934174,20,-38
4218,23275.45476603508,4,-38
4218,23277.26276898384,7,-38
4218,23278.257561922073,20,-38
4219,23279.258887052536,4,-38
4219,23281.44685292244,7,-38
4219,23282.443656921387,20,-38
4220,23284.25883412361,4,-39
4220,23285.24402809143,7,-38
4220,23287.445696115494,20,-38
4221,23288.43927693367,4,-38
4221,23289.425323963165,7,-46
